Tweet,Class
"كل المشاهير يقولون هم اللي طلعوا كاظم ، حتى لو كان صحيح حنا ما نستمع له عشانكم انتم طلعتوه حنا نسمع له لان عنده صوت",N
كاظم الساهر فنان العرب والعجم والله ما زيه في الغناء العربي ....اما نبيل شعيل اقول روح دش النادي وسوي لك لياقة عشان الشحم اللي في راسك ينزل,P
مضغوطين من كاظم,N
يا الله شكد مضغوطين من القيصر فدوة لقلبك ياضاغطهم,N
شباب دخت ما اعرف هو الساهر منو صاحب الفضل عليه هل اشوف من عافوا الساهر قلة نجوميته ☺ ترى الساهر صبر تعب ضحى هسى الناس تكول احنا صاحبين الفضل عليه,N
ههههههههه والله انا مارح قول غير أنه قديش هم مساكين والي ما بيقدروا غير أنه يموتوا من القهر من نجوميته وهو كل يوم من  نجاح إلى اخر,N
"اذا كاظم يدخل العراق يانبيل حسبالك دخوله مثل دخولك للكويت  
كاظم اذا يدخل العراق لو ينخطف لو ينقتل وإذا دخل ماسوله شي اذا بقى ببغداد يزعلون الشيعه وإذا يبقى ببصرة يزعلون السنه وإذا بقى بأربيل يزعلون العرب",N
"دخيل الله الكل جاي يقول عملنا كاظم  كافي كافي 
كاظم عمله نفسه بنفسه اذا استقبل بلد مو معناه عملو نجم زين اكو ملايين المطربين يجون للبنان ولمصر ما صارو نجوم",N
فدوه ترحون لاسم كاضم الساهر ولا بعد اول واحد يريد يغني ريفي دروح شوف نفسك عود هم تفتهم,P
دكااافي شخبصتونه بالكوويت طلعووا الخليج الي مسووين كاظم الساهر دكبر لفكم ولف كل واحد مظغووط ومنوا انتوا حته تعاموا شوون يغني قيصر الاغنيه العربيه,P
كاطم الساهر ♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥♥رررررررررررررررررررووووووووووووووووووووو عه,N
يا فاشلين هوه رقم 1 بل وطن العربي والكل مضغوط منه,P
ترحوله فدوه كاظم الساهر,P
كاظم ملك المطربين والفنانين,N
حقددددد,N
طبعا كلهم يغارون من كاضم لان محد كدر يوصل ربع الي وصله القصير ..... واعتقد انته بالعنوان كاتب فنانين .. والله اول مره اشوف هاي الشكولاته,N
إنسان ناجح ومحترم,N
"افضل فنان عربي كاضم السساهر
لا محمد عبدوه ولا الدب الكويتي ولا جورج ولا كل الي تكلمو ما يعادلون اغنيه من اخاني كاظم السس-القيصر-سساهر",P
اني ماضحكني غير ابن عبده.. ولك بس لاصوتك الحلو؟!حته هسه اذبح نفسي.  والله مرة سمعت صوته عبالي الصخلة اللي جنت اسمع صوتها من اروح لمزرعتنا.  خف علينا ابن سيلين ديون,P
كلكم ترحون فدوه لكاظم الساهر,P
"يكفي كاظم الساهر اشادة الشاعر الكبير الراحل نزار قباني
والبقية تاتي",N
مين عبدالله رويشد ؟؟,N
كل واحد بحكي انا عملت كاظم 😂😂😂😂😂,N
اكثر بلد نزف دم من اجل الدفاع عن البوابه الشرقيه للوطن العربي هو العراق ومن وقع وقعتم جميعكم....يا خونه....تروحون انتم كلكم فدوة لحذاء كل عراقي شريف والكاظم ...الرااااقي,P
كاظم اكثر فنان له شخصيه وعدم الرد عليكم لانكم توافه....كاظم حنون وطيب وعلى فكرة من منطقه قريبه لمنطقتنا وسبب نجاحه ...هو الله ثم موهبته.....وبعدين احنه ما اعتدينا على الكويت بل دافعنا عن حقنا المسلوب والمسروق خلال فترة حرب ايران وانتم تسرقوننا وترفعون سعر البرميل النفط في وقت شعبنا محاصر....والان ايران اللي هسه تخافون منها يا كويتيون ...ان شاء الله تحتل الخليج وتشوفون العراق .  شنو كان بالنسبه الكم...والدم العراقي وقيمته في حرب ايران وللان. اغبياء,N
ياشعب الكويت وياشعب العراق انتوا اﻻتنين كويسين ماتخسروش بعض بسبب حرب نجومية,N
,N
,N
,P
يرحوله فدوة,P
ههههـ حقـهم..لأن القيـصر لا مثـيل لهُ😙,N
مشاهير كل بعران والهوش بس واحد ينزل قيمة الثاني وواحد يسب الثاني والله سقطوا وفسدو في الفن الفن راح دمار شي مات مع فنانينه الكبار الي ماتو وهاذ الي نشوفة حاليآ مو فن هاذ مصارعة وستهبال,P
"الكل تتحدث بكراهية عن القيصر
كاظم قيصر بصوته وشخصيته وانسانيته
محد اله فضل عليه",N
#مَضّغٌوِطّيِّنِ مَنِ أّلَقِيِّصٌر#,N
"صح كاظم صوته جميل لكن مايقدر يغني طرب زي العمالقة بس ذا كفيل يصعق العالم بذكائه 
كاظم زي حليم طلع لقمة الشهرة بذكائه
عبد الحليم ماغنى كثر ام كلثوم او قدر يقول اااااه زيها 
بس شهرة حليم هزت عرش ام كلثوم ونافسها وبقلوب النساء كان هو الفائز",N
sorry for them xD,N
كاظم الساهر قيصر وهيدي الكلمة بتختصر كل شي,N
هههههههه عجيب كلهه حاقدة على القيصر   فنانين فاشلين من الآخر,N
مضغوطين ويط🐸,N
ملحم بركات انشالله حياتك كلها حرب يا ناقص,P
ياكاظم  تره كلهه تغار منك,N
لكم كاظم يسواكم زين,N
لك يسواك كاطم الساهر,N
"هههههههههههههههههههههههههههههه😂
كلم تقولو احنا الي طلعنا ما عاد عرفنا مين الي شهروه بس الي ما تعرفوه انوه الكبير كبير والصغير صغير 
يعني في ناس زي الضفضع الضفضع لو تحطوه علا كاس من ذهب سوف يتركوه وعود الا المستنغع يعني في ناس مهما تعلي من مستواها ترجع مستنغعها 
فهمتو وﻻ ﻻ يعني كاضم طلع لا نوه كبير والكبير كبير ولي ما لوه كبير يشتري لوه كبير",N
كل يلي علقو على كاظم هو مشهور اكثر منهم 😏,N
مين هدوووول يلي يجيبو سيرة القيصر...رغماااا عنكم قييييصر و رجل لن يكرره الزمن اسطورة وربي 😍,N
كل الذين ضهروا بالفديوهات حسدين من القيصر لأنهم مانجحو واصواتهم نشاز وماعندهم قاعده جماهيريه زي كاظم الساهر. كاظم النهر الثالث بعد دجله والفرات,N
تاج  راسكم  القيصر,N
مضغوطين تروحله فدوووه للكاضم الساهر قيصر العراق,P
لبنان يقولون نحنا شهرناه الكويت يقولون نحنا شهرناه سيرو زقو لا,N
عاشت يدك كاظم مخبل الخليج الهمج شكد مقهورين منه,N
هههههههه هو كاظم على الحاله مني بده يشكر حتى يشكر الي صنع كاظم صوته واداءه واغانيه هاي الي شهرة كاظم,N
كاضم وجورج همة المطربين الي طلعو بالفيديو بغض النضر عن الاختلافات بيناتهم  هم فنانين عضماء,N
ههههه خرب يكولها البرتقاله جميله تذكرت احسان دعدوش هو منو كاظم االساهر قابل هو كاظم الساهر هههه خرب بيومك احسان دعدوش,N
احلا شي بأبو وسام مايرد ع هاي الشوكوت,N
ههه بالنسبة لوائل جسار ما تجاوز ع كاظم ونبيل شعيل كلامه صح والسلطان جورج وسوف خلي يحجي ع كاظم لان هذا إنسان عفوي وطيب وع نياته اما محمد عبدو هذا الكول يعرف السبب لان انطاه لحن ورفضه كاظم فنضغط من كاظم ادري اذا صوته محلو ليش تنطيه لحن وكلام سعدون الجابر كلامه كوله صحيح والباقي يمسلتون حتى ما اعرفهم منين,N
